crop,region,month,quantity_kg,price_per_kg
Plantain,Ethiopia,9,50.0,50.6
Plantain,Lesotho,4,10.0,9.46
Onion,Gabon,11,250.0,347.07
Irish Potato,Algeria,1,10.0,80.6
Cassava,Comoros,4,100.0,107.02
Rice,Tunisia,12,250.0,2.36
Onion,Gabon,4,500.0,316.53
Irish Potato,Togo,7,100.0,269.04
Beans,Cote d'Ivoire,6,1000.0,500.6
Plantain,South Sudan,3,50.0,1652.08
Plantain,Congo (Republic),3,50.0,355.33
Cocoa,Zambia,3,100.0,89.04
Beans,Congo (DRC),2,50.0,3142.71
Plantain,South Sudan,7,10.0,1327.71
Rice,Djibouti,11,100.0,127.9
Cassava,Gambia,5,100.0,16.98
Beans,Tunisia,10,50.0,3.31
Rice,Tanzania,5,50.0,2492.8
Tomato,Uganda,3,500.0,2167.53
Cassava,Nigeria,8,100.0,300.22
Beans,Zambia,1,25.0,33.21
Rice,Liberia,1,25.0,156.01
Maize,Seychelles,5,100.0,4.4
Tomato,Ethiopia,4,1000.0,63.83
Maize,Sierra Leone,7,25.0,7013.38
Cassava,Togo,12,10.0,116.83
Irish Potato,Seychelles,8,500.0,6.01
Beans,Rwanda,12,1000.0,1604.53
Plantain,Mauritius,8,500.0,18.98
Cocoa,Burundi,8,50.0,8937.46
Onion,Sao Tome and Principe,3,100.0,11.6
Cassava,South Africa,2,25.0,4.19
Plantain,Malawi,12,25.0,746.36
Cocoa,Madagascar,9,500.0,13846.3
Beans,Burkina Faso,1,100.0,683.35
Beans,Malawi,10,50.0,2098.8
Plantain,Central African Republic,4,50.0,321.35
Cocoa,Rwanda,12,500.0,3108.77
Tomato,Seychelles,5,500.0,8.37
Plantain,Tanzania,4,500.0,1312.67
Cassava,Equatorial Guinea,2,1000.0,114.35
Plantain,Madagascar,8,1000.0,1628.24
Tomato,Cabo Verde,10,500.0,67.57
Tomato,Benin,12,25.0,430.93
Onion,Libya,12,10.0,2.73
Onion,Eritrea,4,50.0,8.34
Tomato,Mozambique,11,500.0,44.19
Rice,Guinea,7,50.0,7511.94
Cassava,Uganda,1,50.0,689.06
Irish Potato,Algeria,9,50.0,63.48
Tomato,Ethiopia,10,1000.0,82.73
Rice,Seychelles,8,25.0,11.0
Beans,Guinea-Bissau,7,1000.0,484.27
Rice,Morocco,12,10.0,7.41
Cassava,Botswana,8,500.0,2.81
Onion,Eritrea,4,250.0,7.52
Maize,Ghana,4,10.0,5.21
Tomato,Rwanda,1,25.0,1001.57
Plantain,Algeria,1,1000.0,58.97
Cocoa,Algeria,10,100.0,365.19
Irish Potato,South Africa,12,100.0,10.37
Beans,Comoros,9,10.0,485.23
Coffee,Mauritius,12,500.0,154.26
Rice,Morocco,3,100.0,8.95
Coffee,Sierra Leone,7,1000.0,71010.44
Cassava,Gambia,11,500.0,12.23
Onion,Chad,12,250.0,350.35
Coffee,Guinea-Bissau,3,25.0,2551.39
Cassava,Niger,12,100.0,115.73
Beans,Malawi,5,10.0,1643.63
Cassava,Gabon,6,1000.0,117.57
Rice,Mauritania,4,1000.0,31.22
Maize,Sudan,6,10.0,198.72
Irish Potato,Burundi,2,100.0,1521.46
Irish Potato,Mozambique,5,250.0,28.5
Rice,Tunisia,7,100.0,2.49
Cassava,Zimbabwe,10,50.0,5.36
Onion,Angola,9,25.0,576.54
Cassava,Lesotho,12,1000.0,2.81
Cassava,Mauritius,5,500.0,11.17
Onion,Libya,3,250.0,2.52
Irish Potato,South Sudan,5,50.0,1535.17
Irish Potato,Morocco,2,50.0,5.22
Irish Potato,Zambia,12,25.0,13.31
Maize,Mauritius,11,10.0,14.93
Cocoa,Botswana,6,10.0,46.24
Plantain,Somalia,12,50.0,261.21
Tomato,Mauritania,9,50.0,32.81
Tomato,Gabon,6,50.0,420.94
Onion,Algeria,4,1000.0,67.0
Maize,South Sudan,4,10.0,1068.58
Plantain,Malawi,11,10.0,803.4
Onion,Senegal,7,25.0,406.82
Tomato,Cabo Verde,5,100.0,67.16
Coffee,Central African Republic,3,1000.0,2113.96
Beans,Cote d'Ivoire,7,500.0,562.71
Tomato,Togo,12,1000.0,368.01
Cocoa,Morocco,11,50.0,26.13
Onion,Cabo Verde,3,25.0,49.75
Cocoa,Egypt,2,250.0,134.54
Maize,Lesotho,12,100.0,6.29
Irish Potato,Nigeria,7,10.0,680.39
Rice,Morocco,10,100.0,6.66
Coffee,Eswatini,11,10.0,55.19
Onion,Ghana,9,100.0,9.73
Onion,Rwanda,12,25.0,776.05
Onion,Cameroon,10,25.0,352.41
Cassava,Cabo Verde,9,25.0,20.12
Rice,Rwanda,3,1000.0,1047.25
Irish Potato,Equatorial Guinea,10,250.0,288.02
Cassava,Niger,1,50.0,120.83
Maize,Burundi,12,500.0,924.94
Coffee,Mauritania,10,1000.0,126.46
Onion,Ghana,6,25.0,9.69
Irish Potato,Malawi,9,50.0,769.62
Coffee,Congo (DRC),10,100.0,8594.29
Beans,Cabo Verde,10,50.0,122.23
Coffee,Eswatini,9,250.0,64.87
Tomato,Sudan,5,10.0,404.74
Cocoa,Cameroon,10,250.0,1849.28
Coffee,Nigeria,4,25.0,6364.01
Tomato,Cabo Verde,10,25.0,70.54
Cocoa,Eswatini,8,250.0,54.0
Cassava,Mauritius,1,500.0,8.72
Maize,Togo,6,10.0,179.64
Beans,Sao Tome and Principe,7,25.0,22.99
Tomato,Djibouti,11,250.0,136.07
Cocoa,Mozambique,10,250.0,173.35
Beans,Cote d'Ivoire,1,500.0,667.82
Beans,Cameroon,8,25.0,652.16
Cocoa,Tunisia,3,50.0,9.55
Plantain,Cameroon,6,10.0,278.74
Maize,Sierra Leone,7,100.0,6760.25
Cocoa,Benin,9,100.0,1803.9
Irish Potato,Namibia,3,500.0,8.76
Cassava,Liberia,5,250.0,46.81
Rice,Somalia,10,50.0,412.03
Coffee,Senegal,1,250.0,2064.38
Cassava,Tanzania,11,25.0,484.44
Cassava,Zimbabwe,3,25.0,5.47
Maize,Togo,3,10.0,209.27
Maize,Lesotho,11,1000.0,5.53
Cocoa,Namibia,8,500.0,55.63
Onion,Mauritius,11,1000.0,24.04
Maize,Zambia,2,250.0,9.57
Coffee,Madagascar,2,250.0,16189.43
Onion,Burkina Faso,4,250.0,348.43
Cassava,Equatorial Guinea,7,25.0,137.21
Maize,Zambia,7,250.0,7.37
Onion,Sudan,4,25.0,342.97
Tomato,Congo (DRC),4,10.0,1799.37
Cassava,Egypt,12,1000.0,8.57
Rice,Ethiopia,8,1000.0,76.85
Cocoa,Seychelles,10,500.0,39.1
Coffee,Mauritania,9,1000.0,124.98
Coffee,Madagascar,9,100.0,16337.18
Cassava,Burkina Faso,6,10.0,134.98
Irish Potato,Benin,1,50.0,328.43
Plantain,Mauritius,9,250.0,18.02
Beans,South Africa,6,25.0,16.88
Plantain,Liberia,9,1000.0,61.18
Maize,Seychelles,6,500.0,3.92
Maize,Mozambique,3,25.0,23.31
Coffee,Zimbabwe,1,1000.0,82.43
Coffee,Cote d'Ivoire,3,25.0,2135.8
Tomato,Congo (Republic),5,250.0,415.32
Onion,Burundi,12,25.0,1611.39
Rice,Eritrea,4,100.0,13.67
Beans,Seychelles,6,50.0,12.34
Tomato,Egypt,4,250.0,28.99
Onion,Tunisia,6,1000.0,1.61
Cassava,Togo,4,10.0,143.64
Onion,Comoros,11,25.0,269.72
Plantain,Sao Tome and Principe,12,500.0,10.5
Rice,Malawi,3,1000.0,1348.62
Irish Potato,South Africa,10,25.0,8.64
Beans,Rwanda,9,1000.0,1292.58
Rice,Eritrea,8,50.0,11.8
Beans,Somalia,5,10.0,537.07
Onion,Nigeria,7,50.0,1032.45
Tomato,Mauritania,11,100.0,26.93
Rice,Sao Tome and Principe,11,1000.0,14.54
Onion,Senegal,11,100.0,325.05
Onion,Kenya,8,25.0,89.6
Cocoa,South Africa,9,500.0,49.55
Plantain,Morocco,12,500.0,4.26
Tomato,Eritrea,6,1000.0,9.11
Tomato,Nigeria,6,250.0,1136.93
Cassava,Cameroon,3,1000.0,111.14
Rice,South Africa,5,1000.0,14.05
Rice,Mauritania,9,10.0,30.61
Cocoa,Mauritius,11,10.0,120.17
Cocoa,Zimbabwe,12,50.0,72.54
Cocoa,Cote d'Ivoire,7,250.0,1833.62
Onion,Seychelles,3,100.0,7.06
Onion,Lesotho,4,10.0,10.7
Coffee,Cabo Verde,1,25.0,349.35
Onion,Comoros,5,100.0,256.76
Plantain,Uganda,4,10.0,1850.69
Beans,Nigeria,12,10.0,2011.63
Plantain,South Sudan,4,500.0,1584.74
Beans,Nigeria,6,50.0,1534.89
Cocoa,Congo (Republic),11,250.0,1625.39
Tomato,Sudan,6,1000.0,386.41
Irish Potato,Rwanda,4,25.0,668.84
Cassava,Niger,3,25.0,144.05
Coffee,Guinea-Bissau,2,100.0,2323.07
Tomato,Mozambique,7,250.0,45.34
Onion,Comoros,8,10.0,290.27
Beans,Eswatini,6,100.0,17.69
Coffee,Chad,11,250.0,1967.28
Irish Potato,Chad,3,250.0,293.23
Onion,Libya,12,500.0,2.47
Irish Potato,Eswatini,7,1000.0,6.07
Cassava,Rwanda,11,250.0,241.21
Irish Potato,Sao Tome and Principe,11,100.0,12.74
Irish Potato,Uganda,1,100.0,2353.12
Irish Potato,Congo (DRC),12,10.0,1430.77
Tomato,Namibia,4,25.0,10.21
Cocoa,Liberia,10,50.0,532.69
Beans,Mauritius,2,100.0,52.19
Rice,Madagascar,8,1000.0,3101.57
Irish Potato,Ethiopia,5,100.0,52.87
Cocoa,Tanzania,8,25.0,8638.12
Onion,Ethiopia,8,1000.0,64.67
Plantain,Sierra Leone,1,25.0,10975.35
Plantain,Angola,1,50.0,446.36
Cocoa,Libya,2,100.0,15.3
Onion,Congo (DRC),11,500.0,1531.61
Irish Potato,Comoros,10,50.0,224.47
Coffee,Nigeria,6,100.0,6121.95
Irish Potato,Somalia,12,10.0,312.11
Rice,Cote d'Ivoire,4,1000.0,484.93
Cocoa,Malawi,11,250.0,4270.48
Irish Potato,Somalia,7,10.0,242.92
Beans,South Sudan,1,1000.0,3461.14
Beans,Malawi,1,500.0,1964.29
Coffee,South Africa,6,50.0,74.34
Irish Potato,Lesotho,6,10.0,8.43
Coffee,Mauritania,5,10.0,175.97
Onion,Egypt,3,10.0,28.34
Rice,Rwanda,11,100.0,1006.45
Irish Potato,Mali,5,10.0,273.77
Beans,Djibouti,8,1000.0,159.74
Tomato,Burundi,5,100.0,1959.23
Tomato,Tunisia,4,100.0,1.78
Cocoa,Benin,6,250.0,2048.65
Rice,Togo,3,100.0,543.44
Cocoa,South Africa,2,10.0,55.9
Maize,Tanzania,11,50.0,928.43
Onion,Sudan,2,25.0,294.46
Plantain,Gambia,1,250.0,35.48
Coffee,Libya,2,10.0,17.39
Beans,Ghana,11,50.0,19.65
Onion,Benin,2,25.0,324.93
Coffee,Guinea,12,25.0,29478.75
Cocoa,Mauritania,1,500.0,106.23
Cocoa,Djibouti,6,500.0,532.58
Irish Potato,Mauritius,2,25.0,23.29
Onion,Kenya,8,25.0,82.49
Tomato,Equatorial Guinea,12,25.0,416.72
Irish Potato,Cabo Verde,7,100.0,41.24
Plantain,Madagascar,3,50.0,2364.11
Plantain,Tunisia,5,1000.0,1.35
Cassava,Ghana,1,250.0,2.98
Onion,Lesotho,3,10.0,9.43
Cassava,Algeria,4,500.0,28.16
Tomato,Burundi,10,500.0,2204.22
Maize,Malawi,4,500.0,598.12
Plantain,Guinea-Bissau,12,1000.0,256.41
Onion,Chad,5,500.0,340.46
Rice,Sudan,3,10.0,516.35
Cocoa,Benin,4,250.0,1915.14
Coffee,Gambia,3,10.0,256.4
Cocoa,Eswatini,10,250.0,50.68
Rice,Burundi,1,50.0,2449.39
Onion,Cote d'Ivoire,6,50.0,411.42
Rice,Gambia,8,10.0,59.75
Onion,Senegal,2,25.0,290.2
Onion,Kenya,11,100.0,73.3
Tomato,Gabon,1,25.0,416.54
Maize,Namibia,5,100.0,6.09
Plantain,Guinea-Bissau,8,50.0,259.57
Tomato,Comoros,8,500.0,355.22
Onion,Tanzania,7,10.0,1714.24
Cocoa,Botswana,10,500.0,37.43
Maize,Malawi,3,1000.0,543.26
Irish Potato,Chad,4,500.0,268.4
Cassava,Algeria,6,100.0,33.69
Maize,Guinea,3,500.0,2681.18
Tomato,Guinea-Bissau,1,50.0,435.11
Maize,Ethiopia,11,25.0,37.61
Beans,Sudan,9,25.0,702.5
Beans,Cameroon,11,10.0,716.72
Rice,Libya,1,500.0,3.75
Tomato,Ethiopia,9,500.0,94.48
Cassava,Sao Tome and Principe,6,250.0,5.19
Cocoa,South Africa,10,10.0,55.71
Irish Potato,Malawi,3,1000.0,740.26
Cassava,Angola,6,500.0,202.7
Irish Potato,Morocco,10,1000.0,4.03
Irish Potato,South Sudan,2,50.0,1536.85
Maize,South Africa,8,1000.0,4.36
Plantain,Chad,7,50.0,272.23
Maize,Sudan,2,250.0,208.1
Coffee,Equatorial Guinea,9,500.0,2142.55
Cocoa,Burundi,2,50.0,7978.85
Plantain,Lesotho,11,25.0,8.15
Cassava,Uganda,8,100.0,804.59
Irish Potato,Central African Republic,3,50.0,298.35
Cassava,Seychelles,11,100.0,2.4
Irish Potato,Gabon,4,1000.0,250.49
Irish Potato,Eswatini,12,500.0,9.24
Coffee,Sao Tome and Principe,4,250.0,85.27
Beans,Nigeria,5,25.0,1445.09
Cassava,Mozambique,4,250.0,14.41
Cocoa,Kenya,9,25.0,374.61
Cocoa,South Africa,3,10.0,50.3
Irish Potato,Botswana,8,50.0,5.82
Irish Potato,Ghana,4,500.0,7.46
Maize,Liberia,1,250.0,68.01
Beans,Burundi,9,50.0,3234.61
Coffee,Zambia,6,500.0,95.13
Coffee,Liberia,7,100.0,820.89
Irish Potato,South Sudan,2,500.0,1654.79
Coffee,Sudan,11,10.0,1996.0
Plantain,Zambia,9,100.0,10.97
Onion,Liberia,3,250.0,90.57
Cocoa,Sierra Leone,6,10.0,75220.53
Onion,Angola,11,1000.0,441.74
Cocoa,Mauritius,2,100.0,131.57
Maize,Malawi,9,500.0,475.96
Irish Potato,Burkina Faso,10,50.0,311.58
Coffee,Eritrea,5,500.0,62.53
Rice,Somalia,11,25.0,416.07
Tomato,Chad,2,100.0,404.85
Tomato,Morocco,10,25.0,7.79
Plantain,Malawi,3,1000.0,862.17
Coffee,Mauritania,8,500.0,153.6
Cassava,Morocco,3,50.0,1.95
Plantain,Angola,9,50.0,368.64
Cassava,Guinea-Bissau,12,25.0,117.99
Coffee,South Africa,10,25.0,65.44
Coffee,Zimbabwe,8,1000.0,80.47
Cocoa,Libya,1,10.0,12.72
Onion,Guinea,4,50.0,4793.3
Tomato,Malawi,3,25.0,1097.59
Plantain,Lesotho,8,100.0,7.77
Irish Potato,Chad,10,25.0,311.34
Rice,Seychelles,9,10.0,10.38
Irish Potato,Liberia,8,100.0,82.15
Onion,Botswana,9,25.0,8.71
Rice,Ghana,8,100.0,12.08
Onion,Benin,3,100.0,305.69
Tomato,Burundi,2,1000.0,1538.82
Rice,Equatorial Guinea,6,1000.0,465.51
Cassava,Zambia,2,500.0,5.6
Plantain,Mauritania,10,500.0,15.95
Coffee,Ethiopia,3,250.0,452.73
Irish Potato,Cabo Verde,11,25.0,49.99
Tomato,Ethiopia,5,100.0,76.38
Cassava,Comoros,1,250.0,81.64
Rice,Namibia,4,50.0,16.54
Irish Potato,Gabon,6,500.0,258.09
Cocoa,Tanzania,12,25.0,7116.07
Tomato,Malawi,3,25.0,1086.74
Tomato,Sierra Leone,9,500.0,17202.97
Rice,Zambia,7,100.0,20.86
Coffee,Somalia,9,25.0,2001.04
Cassava,Botswana,4,50.0,3.02
Coffee,Equatorial Guinea,7,250.0,2296.9
Cocoa,Tunisia,2,10.0,8.92
Beans,Mali,4,10.0,691.78
Cocoa,Mauritius,8,500.0,145.94
Coffee,Namibia,4,250.0,68.31
Plantain,Equatorial Guinea,9,500.0,224.08
Cassava,Congo (Republic),10,250.0,109.49
Rice,Djibouti,6,100.0,149.35
Cassava,Senegal,7,10.0,134.01
Plantain,Chad,6,250.0,283.32
Coffee,Liberia,6,100.0,776.29
Onion,Equatorial Guinea,9,500.0,362.37
Rice,Senegal,6,250.0,499.98
Cassava,Djibouti,6,100.0,39.63
Cassava,Togo,8,250.0,134.14
Rice,Rwanda,2,25.0,1065.85
Cocoa,Sierra Leone,1,10.0,58777.08
Beans,Tanzania,1,1000.0,2689.3
Cocoa,Egypt,4,250.0,144.18
Cassava,Sao Tome and Principe,10,25.0,4.45
Tomato,Botswana,6,250.0,9.64
Cassava,Comoros,10,25.0,82.3
Cassava,Tunisia,3,100.0,0.68
Beans,Chad,6,10.0,531.73
Rice,Burundi,12,10.0,2181.71
Coffee,Eritrea,6,500.0,60.02
Tomato,Namibia,12,250.0,12.16
Cassava,Chad,2,500.0,128.71
Plantain,Zambia,11,500.0,11.47
Irish Potato,Uganda,4,500.0,1780.05
Irish Potato,Central African Republic,6,1000.0,221.58
Coffee,Senegal,6,50.0,2319.11
Coffee,Burkina Faso,7,500.0,2182.6
Maize,Tanzania,9,25.0,868.56
Cocoa,Comoros,8,10.0,1433.86
Rice,Cabo Verde,9,25.0,71.98
Onion,Cote d'Ivoire,3,25.0,305.93
Plantain,Gambia,1,500.0,31.63
Tomato,Egypt,4,250.0,28.62
Plantain,Ethiopia,5,500.0,51.94
Irish Potato,Madagascar,6,500.0,1916.23
Irish Potato,Guinea-Bissau,4,10.0,284.27
Cassava,Mauritania,6,50.0,8.91
Coffee,Togo,11,50.0,1887.12
Cocoa,Burundi,4,250.0,9034.69
Beans,South Africa,6,250.0,16.42
Cassava,Malawi,1,25.0,346.25
Cassava,Mauritius,7,25.0,10.11
Plantain,Malawi,1,25.0,819.16
Irish Potato,Madagascar,9,25.0,2101.92
Plantain,Uganda,2,50.0,1955.44
Cassava,Guinea-Bissau,9,25.0,122.92
Irish Potato,Mali,12,1000.0,257.76
Maize,Burundi,10,50.0,918.0
Plantain,Equatorial Guinea,12,250.0,265.23
Cocoa,South Africa,10,100.0,49.69
Maize,Sudan,1,250.0,208.39
Irish Potato,Sierra Leone,9,100.0,10101.98
Plantain,Equatorial Guinea,2,1000.0,249.53
Cocoa,Tunisia,8,50.0,10.32
Cassava,Eritrea,12,1000.0,2.48
Cassava,Ethiopia,7,1000.0,23.11
Tomato,Djibouti,3,1000.0,92.94
Onion,Burundi,9,250.0,1739.42
Rice,Congo (DRC),7,250.0,1976.24
Onion,Kenya,4,25.0,75.39
Cocoa,Madagascar,5,25.0,15382.76
Maize,Somalia,4,25.0,201.51
Coffee,Djibouti,8,50.0,662.08
Maize,Central African Republic,8,250.0,159.85
Irish Potato,Tanzania,7,25.0,1077.64
Tomato,Ethiopia,4,25.0,80.46
Onion,Nigeria,1,500.0,883.54
Beans,Cote d'Ivoire,4,10.0,668.35
Irish Potato,Somalia,3,50.0,293.98
Coffee,Mozambique,6,25.0,255.65
Cassava,Algeria,6,100.0,30.49
Maize,Sudan,5,500.0,185.46
Maize,Seychelles,3,500.0,4.74
Coffee,Tunisia,9,500.0,9.71
Tomato,Gabon,6,50.0,425.37
Beans,Uganda,12,250.0,4771.84
Coffee,Tunisia,2,250.0,11.07
Beans,Tanzania,12,50.0,3383.16
Irish Potato,Kenya,5,1000.0,51.8
Rice,Eritrea,7,250.0,11.86
Onion,Congo (DRC),10,1000.0,1424.71
Beans,Eswatini,8,50.0,19.78
Beans,Namibia,3,100.0,20.18
Cassava,Benin,3,500.0,119.49
Plantain,Sudan,3,10.0,323.24
Cassava,Chad,8,25.0,128.78
Onion,Mozambique,8,1000.0,36.22
Rice,Libya,2,50.0,4.27
Beans,Burundi,8,50.0,3353.49
Cassava,Congo (DRC),1,250.0,541.3
Maize,Burundi,7,500.0,857.6
Maize,Mauritania,5,50.0,13.21
Rice,Nigeria,9,10.0,1178.67
Cocoa,Ghana,2,50.0,45.63
Maize,Nigeria,2,50.0,544.82
Onion,Central African Republic,11,250.0,320.87
Beans,Ghana,1,1000.0,15.8
Coffee,Seychelles,6,1000.0,49.7
Tomato,Burundi,7,50.0,2045.49
Irish Potato,Mauritania,11,1000.0,18.88
Beans,Djibouti,4,100.0,176.84
Beans,Congo (Republic),7,500.0,586.51
Plantain,Mauritius,9,50.0,18.23
Rice,Morocco,9,250.0,7.32
Maize,Sierra Leone,5,100.0,7422.09
Tomato,Uganda,2,1000.0,1923.69
Coffee,Uganda,11,500.0,10771.92
Plantain,Libya,9,10.0,2.04
Cocoa,Tunisia,7,50.0,10.34
Onion,Congo (Republic),5,100.0,332.58
Irish Potato,Congo (DRC),5,100.0,1421.62
Coffee,Sao Tome and Principe,8,250.0,84.49
Onion,Gabon,6,250.0,357.27
Coffee,Namibia,5,250.0,65.93
Cassava,Cote d'Ivoire,3,10.0,142.1
Onion,Botswana,5,1000.0,5.98
Beans,Togo,7,100.0,647.78
Plantain,Nigeria,10,100.0,615.79
Rice,Algeria,9,25.0,106.64
Cocoa,Djibouti,8,500.0,529.92
Beans,Equatorial Guinea,7,1000.0,498.3
Maize,Mali,4,100.0,188.91
Tomato,Congo (DRC),6,250.0,1844.44
Maize,Sierra Leone,1,250.0,7316.79
Plantain,Egypt,7,10.0,21.62
Maize,Libya,8,10.0,1.32
Rice,Lesotho,9,250.0,12.6
Irish Potato,Angola,8,50.0,368.56
Plantain,Mozambique,5,25.0,29.17
Cocoa,Namibia,12,10.0,44.71
Cocoa,Ghana,12,25.0,40.49
Coffee,Congo (DRC),4,100.0,11237.06
Onion,Gambia,2,100.0,35.01
Coffee,Mauritania,4,500.0,143.4
Irish Potato,Comoros,2,25.0,248.77
Rice,Tanzania,3,50.0,2379.61
Plantain,Sao Tome and Principe,4,10.0,12.13
Onion,Guinea-Bissau,10,250.0,349.24
Beans,Eritrea,7,250.0,14.7
Rice,Cameroon,6,1000.0,444.79
Irish Potato,Togo,3,500.0,307.57
Maize,Guinea,2,50.0,3158.24
Beans,Ghana,6,50.0,14.63
Beans,South Africa,2,25.0,21.0
Cassava,Seychelles,4,250.0,3.0
Irish Potato,Mauritius,3,500.0,24.12
Cocoa,Eritrea,12,10.0,41.2
Plantain,Congo (Republic),3,500.0,311.31
Plantain,Senegal,3,1000.0,269.49
Rice,Tanzania,3,250.0,2275.07
Beans,Sierra Leone,4,250.0,21578.68
Rice,Cote d'Ivoire,11,50.0,440.57
Cocoa,Botswana,11,250.0,36.13
Cassava,Chad,2,25.0,121.34
Beans,Algeria,6,500.0,124.65
Rice,Mozambique,1,50.0,53.41
Maize,Sierra Leone,3,10.0,8283.02
Coffee,Uganda,10,50.0,12440.7
Cassava,Zambia,9,10.0,5.42
Onion,Guinea,1,500.0,4237.52
Onion,Sao Tome and Principe,11,1000.0,11.27
Rice,Mauritius,2,10.0,38.91
Rice,Tunisia,10,50.0,2.29
Irish Potato,Morocco,12,10.0,5.67
Maize,Zambia,7,50.0,7.8
Plantain,Zambia,1,50.0,13.33
Onion,Nigeria,12,250.0,815.49
Tomato,Burundi,2,500.0,1520.71
Onion,Namibia,1,1000.0,7.94
Tomato,South Sudan,12,500.0,1930.84
Cassava,Congo (Republic),10,50.0,115.94
Tomato,Togo,2,1000.0,334.77
Cassava,Madagascar,1,25.0,885.9
Coffee,South Africa,12,500.0,61.12
Coffee,Zambia,7,10.0,98.34
Onion,Madagascar,11,100.0,2615.38
Cocoa,Mauritania,7,10.0,137.68
Rice,Libya,1,250.0,3.76
Rice,Ethiopia,5,10.0,112.78
Tomato,Lesotho,2,100.0,11.68
Irish Potato,Djibouti,7,25.0,80.43
Cassava,Nigeria,10,25.0,290.07
Cassava,Zimbabwe,8,50.0,5.41
Plantain,Gabon,12,50.0,281.42
Beans,South Sudan,12,100.0,4020.26
Onion,Uganda,7,10.0,2481.7
Cocoa,Cabo Verde,6,100.0,361.57
Tomato,Botswana,3,1000.0,6.7
Tomato,Gambia,7,10.0,50.77
Maize,Lesotho,8,25.0,4.76
Irish Potato,Algeria,5,1000.0,56.27
Irish Potato,Kenya,5,500.0,52.78
Rice,Sudan,9,1000.0,367.59
Coffee,Gambia,10,250.0,218.84
Maize,Nigeria,2,10.0,612.42
Onion,Nigeria,8,100.0,1033.8
Plantain,Zimbabwe,11,500.0,10.21
Onion,Somalia,1,10.0,292.99
Rice,Comoros,12,250.0,368.84
Irish Potato,Eritrea,11,1000.0,6.41
Beans,Senegal,6,100.0,575.34
Onion,Angola,10,500.0,514.58
Plantain,Eritrea,6,100.0,7.24
Onion,Ethiopia,6,250.0,66.21
Coffee,Sudan,5,500.0,2318.52
Plantain,Sierra Leone,1,50.0,10471.05
Coffee,Mauritania,1,10.0,153.98
Tomato,Cameroon,2,1000.0,347.62
Tomato,Niger,12,100.0,407.89
Maize,Guinea,4,10.0,2872.94
Maize,Eritrea,9,50.0,4.51
Maize,Zimbabwe,6,1000.0,6.68
Coffee,Djibouti,3,500.0,641.82
Plantain,Zambia,4,1000.0,11.77
Tomato,Burkina Faso,2,250.0,347.06
Maize,Gabon,4,1000.0,181.0
Cocoa,Zambia,11,250.0,75.34
Beans,Kenya,7,10.0,128.37
Tomato,Togo,5,25.0,363.3
Cocoa,Burundi,9,250.0,8442.27
Irish Potato,Mozambique,5,1000.0,24.06
Coffee,Morocco,12,500.0,31.35
Coffee,Guinea,11,50.0,28260.99
Plantain,Namibia,4,250.0,9.14
Beans,Burkina Faso,9,1000.0,650.85
Coffee,Eswatini,11,250.0,52.91
Onion,Namibia,2,500.0,8.54
Tomato,Chad,6,25.0,395.4
Cassava,Lesotho,1,10.0,3.46
Irish Potato,South Africa,1,1000.0,8.34
Beans,Algeria,11,100.0,157.6
Cassava,Gabon,6,50.0,149.87
Onion,Morocco,11,25.0,5.74
Cassava,Uganda,3,10.0,879.27
Rice,Congo (DRC),11,25.0,2101.6
Rice,Algeria,6,500.0,100.06
Cassava,Mauritius,8,250.0,8.54
Maize,Somalia,12,250.0,188.69
Beans,Central African Republic,3,250.0,689.51
Beans,Burkina Faso,11,1000.0,611.22
Onion,Algeria,2,1000.0,58.78
Cocoa,Rwanda,4,25.0,4499.3
Coffee,Morocco,1,25.0,32.96
Irish Potato,Congo (Republic),3,25.0,309.9
Cocoa,Egypt,6,25.0,171.97
Tomato,Malawi,1,25.0,1121.88
Onion,Congo (Republic),3,50.0,315.08
Cassava,Nigeria,2,250.0,315.11
Beans,Cabo Verde,2,500.0,118.53
Onion,Mauritius,8,1000.0,28.58
Cassava,Sierra Leone,6,100.0,5520.41
Cassava,Benin,1,250.0,114.77
Cassava,Niger,2,250.0,129.99
Beans,Libya,2,250.0,5.07
Maize,Sudan,5,10.0,185.78
Plantain,Angola,12,25.0,435.48
Rice,Burkina Faso,9,25.0,439.03
Coffee,Rwanda,3,250.0,5421.3
Cocoa,Guinea-Bissau,12,25.0,1512.69
Rice,Burundi,5,250.0,2507.01
Coffee,Mali,8,1000.0,2061.7
Cassava,Sao Tome and Principe,7,100.0,4.81
Coffee,Ethiopia,10,25.0,401.96
Cocoa,Uganda,10,500.0,10658.82
Coffee,Libya,10,250.0,14.77
Beans,Guinea,8,500.0,7874.65
Maize,Libya,9,25.0,1.44
Cocoa,Niger,9,250.0,1909.69
Irish Potato,Chad,12,500.0,332.17
Cassava,Morocco,9,1000.0,1.57
Cassava,Sierra Leone,3,1000.0,4249.38
Maize,Lesotho,2,1000.0,5.59
Coffee,Burundi,10,50.0,9870.09
Plantain,South Sudan,9,25.0,1286.61
Irish Potato,Libya,1,10.0,2.63
Plantain,Lesotho,10,25.0,7.45
Cassava,Sierra Leone,10,250.0,4065.11
Cassava,Eritrea,2,1000.0,2.67
Cassava,Nigeria,4,100.0,372.99
Plantain,Nigeria,8,50.0,689.92
Rice,Tanzania,6,500.0,2179.96
